time_worker_0,idle_time_0,heavy_0,time_worker_1,idle_time_1,heavy_1,time_worker_2,idle_time_2,heavy_2,time_worker_3,idle_time_3,heavy_3,total_chunk_time,total_idle,total_heavy
0.0128823,0.0015845001,100,0.0122601,0.0022067,100,0.0122858,0.002181,100,0.0126452,0.0018215999,100,0.0144668,0.0077938,400
0.012309,0.0018375004,100,0.0130872,0.0010593003,100,0.0123623,0.0017841998,100,0.0128666,0.0012798999,100,0.0141465,0.0059609003,400
0.0127853,0.0020433003,100,0.0128681,0.0019605001,100,0.0128663,0.0019623004,100,0.0127942,0.0020343997,100,0.0148286,0.0080005005,400
0.0129645,0.0022412995,100,0.0139351,0.0012706993,100,0.0131257,0.0020800997,100,0.0134378,0.0017679995,100,0.0152058,0.007360098,400
0.0132769,0.0021484997,100,0.0133113,0.0021140995,100,0.013472,0.0019533997,100,0.0133234,0.0021019997,100,0.0154254,0.008317999,400
0.0128287,0.0020501,100,0.0133022,0.0015766006,100,0.0129592,0.0019196002,100,0.0135907,0.0012881001,100,0.0148788,0.006834401,400
0.013428,0.0011654999,100,0.0130945,0.001499,100,0.0125673,0.0020261994,100,0.0133123,0.0012812,100,0.0145935,0.0059718993,400
0.0125472,0.0030105002,100,0.0142471,0.0013106,100,0.0127649,0.0027927998,100,0.014273,0.0012846999,100,0.0155577,0.0083986,400
0.0128102,0.002327999,100,0.0133403,0.0017978996,100,0.0133972,0.0017409995,100,0.0143831,0.0007550996,100,0.0151382,0.006621998,400
0.0127031,0.0019728001,100,0.0132092,0.0014666999,100,0.0131289,0.0015470004,100,0.0135249,0.0011510001,100,0.0146759,0.0061375005,400
0.0129289,0.0023830999,100,0.0132707,0.0020412998,100,0.0132385,0.0020735003,100,0.013573,0.001739,100,0.015312,0.0082369,400
0.0130646,0.0023419,100,0.0142026,0.0012038993,100,0.0129635,0.0024429997,100,0.0137281,0.0016783997,100,0.0154065,0.007667199,400
0.0136739,0.0024248995,100,0.0137922,0.0023065992,100,0.013594,0.0025047995,100,0.013733,0.0023657996,100,0.0160988,0.009602098,400
0.0134985,0.0021941997,100,0.0129885,0.0027041994,100,0.0130299,0.0026627993,100,0.0129856,0.0027070995,100,0.0156927,0.010268298,400
0.0143736,0.0018762005,100,0.0147636,0.0014861999,100,0.0138299,0.0024199001,100,0.0143492,0.0019006003,100,0.0162498,0.007682901,400
0.0138132,0.002669,100,0.0139658,0.0025164,100,0.0144809,0.0020013005,100,0.0142343,0.0022479007,100,0.0164822,0.009434601,400
0.0128763,0.0026123002,100,0.0137759,0.0017127004,100,0.0129232,0.0025654007,100,0.0132875,0.0022011008,100,0.0154886,0.009091502,400
0.0132767,0.0015888996,100,0.0124383,0.0024272995,100,0.0127027,0.0021628998,100,0.0133509,0.0015146993,100,0.0148656,0.0076937983,400
0.012989,0.0020466,100,0.012983,0.0020526005,100,0.0134343,0.0016013002,100,0.0128716,0.0021640006,100,0.0150356,0.007864501,400
0.0139635,0.0020808,100,0.0137456,0.0022986997,100,0.0142176,0.0018266998,100,0.0136709,0.0023734001,100,0.0160443,0.0085796,400
0.0133831,0.0023471005,100,0.0138891,0.0018410999,100,0.0133782,0.0023520002,100,0.0136274,0.0021028006,100,0.0157302,0.008643001,400
0.0135727,0.0019002995,100,0.0133994,0.0020736,100,0.0136656,0.0018074,100,0.0137216,0.0017513996,100,0.015473,0.007532699,400
0.0136586,0.0021327008,100,0.0136978,0.0020935005,100,0.0138633,0.0019280007,100,0.0135466,0.0022447007,100,0.0157913,0.008398903,400
0.0126687,0.0018330002,100,0.0125415,0.0019602003,100,0.0130031,0.0014986005,100,0.0127742,0.0017275,100,0.0145017,0.007019301,400
0.0125921,0.0018000007,100,0.0123173,0.0020748004,100,0.0125889,0.0018032007,100,0.0128882,0.0015039006,100,0.0143921,0.0071819024,400
0.0129271,0.0021677995,100,0.0133023,0.0017925994,100,0.0133047,0.0017901994,100,0.0131229,0.0019719992,100,0.0150949,0.0077225976,400
0.0131732,0.0019657994,100,0.013609,0.00153,100,0.0131649,0.0019740993,100,0.0132005,0.0019384995,100,0.015139,0.007408398,400
0.0129275,0.0019725002,100,0.013184,0.001716,100,0.0129485,0.0019514998,100,0.0129923,0.0019076997,100,0.0149,0.0075477,400
0.0129279,0.0021310002,100,0.0135169,0.0015420001,100,0.0129199,0.0021390002,100,0.0130874,0.0019715,100,0.0150589,0.0077835005,400
0.0138637,0.0018087989,100,0.0139113,0.001761199,100,0.0138396,0.0018328996,100,0.0136946,0.001977899,100,0.0156725,0.0073807966,400
0.0126551,0.0019758,100,0.0133,0.0013309,100,0.0128438,0.0017871,100,0.0129855,0.0016454002,100,0.0146309,0.0067392,400
0.0126944,0.0024394002,100,0.0128299,0.0023039002,100,0.0130568,0.0020770002,100,0.0132621,0.0018717004,100,0.0151338,0.008692001,400
0.0128241,0.0018937998,100,0.0131875,0.0015304005,100,0.0128238,0.0018941006,100,0.0126331,0.0020848,100,0.0147179,0.007403101,400
0.0127603,0.0022454,100,0.013294,0.0017117001,100,0.0132922,0.0017135004,100,0.0131228,0.0018829005,100,0.0150057,0.007553501,400
0.0126573,0.0021416005,100,0.0126682,0.0021307003,100,0.0130564,0.0017424999,100,0.0133077,0.0014912002,100,0.0147989,0.007506001,400
0.0155753,0.0021718005,100,0.0133051,0.0044420008,100,0.0129054,0.0048417,100,0.0131358,0.0046113003,100,0.0177471,0.0160668,400
0.0136919,0.0017441995,100,0.0137044,0.0017317003,100,0.013221,0.0022150995,100,0.0134327,0.0020033997,100,0.0154361,0.007694399,400
0.0129553,0.0021014009,100,0.0126773,0.0023794007,100,0.0130582,0.001998501,100,0.01279,0.0022667004,100,0.0150567,0.008746003,400
0.0136653,0.0021812003,100,0.0135679,0.0022786,100,0.013438,0.0024084998,100,0.0138361,0.0020104004,100,0.0158465,0.0088787,400
0.0138923,0.002071999,100,0.0136884,0.002275899,100,0.0134293,0.0025349995,100,0.0136035,0.0023607993,100,0.0159643,0.009243697,400
0.0139274,0.0020172,100,0.0134315,0.0025131004,100,0.014023,0.0019215997,100,0.0137749,0.0021697003,100,0.0159446,0.0086216,400
